"","ID","PREMIUM","TIV","BLDG_LIMIT","DED","POSTALCODE","CITY","DISTRICT","COUNTYCODE","COUNTY","STATECODE","STATE","CRESTA","SUBCRESTA","COUNTRY","LATITUDE","LONGITUDE","ADDRMATCH","NUMBLDGS","BLDGSCHEME","BLDGCLASS","OCCSCHEME","OCCTYPE","NUMSTORIES","YEARBUILT","ELEVATION","DISTCOAST","WINDPOOL","NFIP_RATE","NFIPYEAR","ROOFSYS","ROOFGEOM","ROOFANCH","ROOFAGE","CLADSYS","FRAMEBOLT","CLADDING","EQSLINS","LANDSLIDE","LANDCOV","LIQUEFACT","LIQUECOV","SOILTYPE","SOILCOV","SOILPERIOD","SOILTHICKNESS","dis_min","wind_min","wind_speed","Loss"
"4022","F133468",381186,84773915,50136936,0,"76014","ARLINGTON","","439","TARRANT COUNTY","TX","TEXAS","","","US",32.680211,-97.096858,2,"1","RMS","4","ATC",8,3,"1978","563.900024414063","230.285568237305","0","0","1975","0","0","0","0","0","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL",970.305602342142,103.59,35,-381186
"4023","F133470",1714,1122125,225424,0,"75039","IRVING","","113","DALLAS COUNTY","TX","TEXAS","","","US",32.866895,-96.939549,2,"1","RMS","4","ATC",8,1,"9999","492.720001220703","239.370986938477","0","0","1975","0","0","0","0","0","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL",960.865527936013,103.59,35,-1714
"4025","F133476",13682,4222799,1799532,0,"28078","HUNTERSVILLE","","119","MECKLENBURG COUNTY","NC","NORTH CAROLINA","","","US",35.389751,-80.869647,2,"1","RMS","4","ATC",8,1,"9999","792.369995117188","160.272811889648","0","0","1975","0","0","0","0","0","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL",185.489821435571,74.815,35,-13682
"4026","B13348",10750,565573,565573,0,"33312","FORT LAUDERDALE","","011","BROWARD COUNTY","FL","FLORIDA","","","US",26.09045,-80.19185,2,"1","RMS","0","NAICS",551111,1,"9999","5.1269998550415","5.14490202612978","0","0.600000023841858","1975","0","0","0","0","0","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL",92.9703712383586,132.365,35,-10750
"4028","B133498",101944,16165654,13408600,0,"77380","THE WOODLANDS","","339","MONTGOMERY COUNTY","TX","TEXAS","","","US",30.165796,-95.454277,2,"1","RMS","4","ATC",5,2,"1994","141.949996948242","36.8169097900391","0","0","1975","3","2","5","2","5","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL",881.77370873178,109.345,35,-101944
"4029","F133503",438543,86305339,57680983,0,"33132","MIAMI","","086","MIAMI-DADE COUNTY","FL","FLORIDA","","","US",25.7784301,-80.186675,2,"1","RMS","4","ATC",5,1,"1987","5.91900014877319","0.0281866319983623","1","0.600000023841858","1975","3","2","5","2","5","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL",102.89363039405,138.12,35,-438543
"4030","B133507",36874,7499317,4849996,0,"33146","CORAL GABLES","","086","MIAMI-DADE COUNTY","FL","FLORIDA","","33100","US",25.73341,-80.25922,2,"1","RMS","4","ATC",5,1,"2002","11.0950002670288","1.28680011954841","0","0.100000001490116","1975","3","2","5","2","5","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL",108.135178627323,138.12,35,-36874
"4031","A1335108",1000,217763,131529,1000,"75044","GARLAND","","113","DALLAS COUNTY","TX","TEXAS","","","US",32.939755,-96.651302,2,"1","RMS","1","ATC",1,1,"1968","574.119995117188","237.946426391602","0","0","1975","0","0","0","0","1","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL",944.06515755798,103.59,35,-2000
"4033","A1335253",1741,276963,229047,1741,"78148","UNIVERSAL CITY","","029","BEXAR COUNTY","TX","TEXAS","","","US",29.540093,-98.309733,2,"1","RMS","1","ATC",1,1,"1976","825.419982910156","117.602462768555","0","0","1975","0","0","0","0","0","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL",1056.42804400932,109.345,35,-3482
"4034","B133526",577504,107164081,75958364,0,"04106","SOUTH PORTLAND","","005","CUMBERLAND COUNTY","ME","MAINE","","38860","US",43.63468,-70.33713,2,"1","RMS","2C1","ATC",5,1,"1971","55.6030006408691","4.72926545494506","0","0.100000001490116","1975","3","2","5","2","5","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL",576.555734812767,74.815,35,-577504
"4035","F133543",570156,100496262,74991831,0,"30339","ATLANTA","","067","COBB COUNTY","GA","GEORGIA","","12060","US",33.87932,-84.47176,2,"1","RMS","4","ATC",5,2,"1973","892.340026855469","235.938201904297","0","0","1975","3","2","5","2","5","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL",264.71027994226,103.59,35,-570156
"4037","A1335599",700,192103,92070,1000,"79772","PECOS","","389","REEVES COUNTY","TX","TEXAS","","37780","US",31.40262,-103.50286,2,"1","RMS","1","ATC",1,1,"1977","2601.6298828125","438.690460205078","0","0","1975","0","0","0","0","1","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL",1352.09606921573,103.59,35,-1700
"4039","F133564",745080,151155876,97999364,0,"07470","WAYNE","","031","PASSAIC COUNTY","NJ","NEW JERSEY","","35620","US",40.8906,-74.26137,2,"1","RMS","4","ATC",5,2,"1969","160.309997558594","17.1260108947754","0","0","1975","3","2","5","2","5","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL",394.890569600546,74.815,35,-745080
"4040","B133573",653883,125072833,86004302,0,"22102","MCLEAN","","059","FAIRFAX COUNTY","VA","VIRGINIA","","","US",38.924067,-77.225536,2,"1","RMS","4","ATC",5,3,"1988","440.359985351563","36.9517784118652","0","0","1975","3","2","5","2","5","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL",302.191479466473,74.815,35,-653883
"4041","A1335809",600,175096,78917,1000,"76710","WACO","","309","MCLENNAN COUNTY","TX","TEXAS","","","US",31.539915,-97.167683,2,"1","RMS","1","ATC",1,1,"1945","506.149993896484","174.254684448242","0","0","1975","0","0","0","0","0","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL",979.930155820119,103.59,35,-1600
"4042","B133590",108601,17371745,14284193,0,"28226","CHARLOTTE","","119","MECKLENBURG COUNTY","NC","NORTH CAROLINA","","","US",35.086477,-80.848326,2,"5","RMS","2","ATC",8,1,"1979","597.869995117188","146.245239257813","0","0","1975","0","0","5","0","0","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL",166.523558327916,74.815,35,-108601
"4043","F133596",34382,5700746,4522192,0,"30084","TUCKER","","089","DEKALB COUNTY","GA","GEORGIA","","12060","US",33.84603,-84.25502,2,"2","RMS","2","ATC",8,1,"1962","994.789978027344","225.577835083008","0","0","1975","0","0","5","0","0","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL",252.690549510729,103.59,35,-34382
"4044","B133599",73202,11125510,9628111,0,"30328","SANDY SPRINGS","","121","FULTON COUNTY","GA","GEORGIA","","12060","US",33.92742,-84.37948,2,"3","RMS","2","ATC",8,1,"1990","1000.21997070313","233.823379516602","0","0","1975","0","0","5","2","0","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL",261.683585866755,103.59,35,-73202
"4046","B1336",2708375,510952847,142491577,0,"04740","EASTON","","003","AROOSTOOK COUNTY","ME","MAINE",""," ","US",46.66167,-67.90338,2,"1","RMS IND","0","RMS IND",7011,1,"1975","669.289978027344","111.441993713379","0","0","1975","0","0","0","0","0","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL",807.642994042442,74.815,35,-2708375
"4047","F13361",54138,4001595,2848253,0,"33144","MIAMI","","086","MIAMI-DADE COUNTY","FL","FLORIDA","","33100","US",25.7628,-80.28811,2,"1","RMS","0","NAICS",551111,1,"9999","9.86999988555908","3.95826898081171","0","0.100000001490116","1975","0","0","0","0","0","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL",109.258701891345,138.12,35,-54138
"4048","A1336109",800,232231,105223,1000,"75042","GARLAND","","113","DALLAS COUNTY","TX","TEXAS","","","US",32.917726,-96.674658,2,"1","RMS","1","ATC",1,1,"1969","574.119995117188","237.946426391602","0","0","1975","0","0","0","0","1","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL",945.434398985736,103.59,35,-1800
"4049","F133611",22805,4225852,2999448,0,"27523","APEX","","183","WAKE COUNTY","NC","NORTH CAROLINA","","","US",35.745575,-78.820804,2,"1","RMS","2","ATC",8,1,"1997","424.980010986328","110.422080993652","0","0","1975","0","0","5","0","0","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL",139.151422674586,74.815,35,-22805
"4050","B133630",107563,17005433,14147616,0,"21230","BALTIMORE","","510","BALTIMORE CITY","MD","MARYLAND","","","US",39.27146,-76.60149,2,"3","RMS","2","ATC",8,1,"1990","29.2719993591309","5.45442489279942","0","0.100000001490116","1975","0","0","5","0","0","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL",313.574741577232,74.815,35,-107563
"4051","B133637",115587,18309042,15203064,0,"27511","CARY","","183","WAKE COUNTY","NC","NORTH CAROLINA","","39580","US",35.76239,-78.78316,2,"2","RMS","2","ATC",8,1,"1986","431.899993896484","104.897239685059","0","0","1975","0","0","5","0","0","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL",139.753676478162,74.815,35,-115587
"4052","F133642",27473,5279308,3613426,0,"20147","ASHBURN","","107","LOUDOUN COUNTY","VA","VIRGINIA","","","US",39.029106,-77.487005,2,"2","RMS","2","ATC",8,1,"1996","282.790008544922","51.3418083190918","0","0","1975","0","0","5","0","0","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL",314.642840458201,74.815,35,-27473
"4055","A1336825",1670,310393,219653,1670,"75035","FRISCO","","085","COLLIN COUNTY","TX","TEXAS","","","US",33.135255,-96.789976,2,"1","RMS","1","ATC",1,1,"1991","723.450012207031","252.902404785156","0","0","1975","0","0","0","0","0","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL",952.090943870558,103.59,35,-3340
"4058","F133685",61698,9768509,8115005,0.05,"33180","AVENTURA","","086","MIAMI-DADE COUNTY","FL","FLORIDA","","33100","US",25.96104,-80.14176,2,"2","RMS","4C","ATC",8,2,"1974","3.8659999370575","1.44683858730966","1","0.600000023841858","1975","0","0","5","3","0","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL",97.2217196365681,138.12,35,-61698.05
"4059","B133687",122205,19749855,16073421,0.05,"33458","JUPITER","","099","PALM BEACH COUNTY","FL","FLORIDA","","","US",26.933374,-80.13127,2,"5","RMS","4C","ATC",8,1,"1986","8.35999965667725","3.72289186112673","0","0.100000001490116","1975","0","0","5","3","4","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL",58.5456064855456,132.365,35,-122205.05
"4060","B133690",93963,15027740,12358833,0.05,"33414","WELLINGTON","","099","PALM BEACH COUNTY","FL","FLORIDA","","33100","US",26.65245,-80.23414,2,"3","RMS","4C","ATC",8,1,"1982","14.6230001449585","12.2478904724121","0","0.100000001490116","1975","0","0","5","3","4","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL",70.9340352233768,132.365,35,-93963.05
"4061","B133691",183596,26374255,24148152,0.05,"32257","JACKSONVILLE","","031","DUVAL COUNTY","FL","FLORIDA","","","US",30.171899,-81.605511,2,"2","RMS","4B","ATC",8,1,"1990","23.8649997711182","14.337010383606","0","0.600000023841858","1975","0","0","5","2","0","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL",54.1879507878809,109.345,35,-183596.05
"4063","F133705",65078,10141433,8559637,0.05,"32259","SAINT JOHNS","","109","ST. JOHNS COUNTY","FL","FLORIDA","","27260","US",30.087715,-81.461669,1,"2","RMS","2","ATC",8,1,"2007","58.9199981689453","7.29280794986965","0","0.100000001490116","1975","0","0","5","0","0","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL",46.2276836828835,109.345,35,-65078.05
"4064","F133721",323509,47941352,42550689,0.05,"33174","MIAMI","","086","MIAMI-DADE COUNTY","FL","FLORIDA","","","US",25.770664,-80.359112,2,"1","RMS","4","ATC",8,1,"2014","6.42700004577637","7.90567230516109","0","0.100000001490116","1975","0","0","5","0","0","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL",113.361141335732,138.12,35,-323509.05
"4065","A1337225",450,147383,59188,1000,"75241","DALLAS","","113","DALLAS COUNTY","TX","TEXAS","","","US",32.667206,-96.781339,2,"1","RMS","1","ATC",1,1,"1971","510.109985351563","221.751937866211","0","0","1975","0","0","0","0","0","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL",951.964353984696,103.59,35,-1450
"4066","A1337280",1748,323425,229969,1748,"78745","AUSTIN","","453","TRAVIS COUNTY","TX","TEXAS","","","US",30.211009,-97.816879,2,"1","RMS","1","ATC",1,1,"1979","789.489990234375","128.411499023438","0","0","1975","0","0","0","0","0","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL",1022.4825514913,109.345,35,-3496
"4067","B133730",70572,10820891,9282197,0,"32304","TALLAHASSEE","","073","LEON COUNTY","FL","FLORIDA","","","US",30.44575,-84.318648,2,"3","RMS","3A","ATC",8,1,"2002","137.190002441406","21.7213401794434","0","0","1975","0","0","5","1","4","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL",216.766061587976,109.345,35,-70572
"4068","F133734",64899,11547224,8536125,0,"77381","THE WOODLANDS","","339","MONTGOMERY COUNTY","TX","TEXAS","","","US",30.184955,-95.490087,2,"3","RMS","2","ATC",8,1,"1994","151.479995727539","36.8169097900391","0","0","1975","0","0","5","1","0","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL",883.82195146823,109.345,35,-64899
"4070","A1337531",815,233053,107212,1000,"78201","SAN ANTONIO","","029","BEXAR COUNTY","TX","TEXAS","","","US",29.472679,-98.509599,2,"1","RMS","1","ATC",1,1,"1939","734.369995117188","121.358200073242","0","0","1975","0","0","0","0","0","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL",1068.94106475208,109.345,35,-1815
"4071","F133756",116428,19143066,15313563,0,"78759","AUSTIN","","453","TRAVIS COUNTY","TX","TEXAS","","12420","US",30.40043,-97.74784,2,"4","RMS","3A","ATC",8,1,"1989","865.200012207031","136.936233520508","0","0","1975","5","0","5","0","0","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL",1017.4726945006,109.345,35,-116428
"4072","F133766",135345,19072904,17801761,0,"18017","BETHLEHEM","","095","NORTHAMPTON COUNTY","PA","PENNSYLVANIA","","10900","US",40.63943,-75.34785,2,"2","RMS","2","ATC",8,1,"1958","352.440002441406","55.7402381896973","0","0","1975","0","0","5","0","0","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL",386.904925166618,74.815,35,-135345
"4073","A1337714",1000,221204,131529,1000,"79924","EL PASO","","141","EL PASO COUNTY","TX","TEXAS","","","US",31.92537,-106.383728,2,"1","RMS","1","ATC",1,1,"1956","3948.28002929688","600.351745605469","0","0","1975","0","0","0","0","1","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL",1515.62146731089,103.59,35,-2000
"4075","A1337769",1770,317214,232800,1770,"75220","DALLAS","","113","DALLAS COUNTY","TX","TEXAS","","","US",32.871677,-96.855162,2,"1","RMS","1","ATC",1,1,"1951","483.869995117188","236.676300048828","0","0","1975","0","0","0","0","0","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL",955.957462716138,103.59,35,-3540
"4079","A1338038",400,137530,52611,1000,"76102","FORT WORTH","","439","TARRANT COUNTY","TX","TEXAS","","","US",32.772187,-97.330884,2,"1","RMS","1","ATC",1,1,"1960","607.830017089844","245.51220703125","0","0","1975","0","0","0","0","0","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL",983.746874248834,103.59,35,-1400
"4080","B133806",30032,4181750,3950035,0,"77005","HOUSTON","","201","HARRIS COUNTY","TX","TEXAS","","","US",29.660142,-95.441869,2,"1","RMS","4A1","ATC",54,1,"2003","61.0900001525879","21.5623607635498","0","0","1975","0","0","5","0","0","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL",884.074772857732,109.345,35,-30032
"4082","B133817",456698,62790149,60068852,0,"77005","HOUSTON","","201","HARRIS COUNTY","TX","TEXAS","","","US",29.660142,-95.441869,2,"1","RMS","3A1","ATC",54,5,"1958","61.0900001525879","21.5623607635498","0","0","1975","0","0","5","2","0","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL",884.074772857732,109.345,35,-456698
"4083","B133825",407042,54397264,53537675,0,"77005","HOUSTON","","201","HARRIS COUNTY","TX","TEXAS","","","US",29.660142,-95.441869,2,"1","RMS","3A1","ATC",54,5,"1958","61.0900001525879","21.5623607635498","0","0","1975","0","0","5","0","0","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL",884.074772857732,109.345,35,-407042
"4084","A1338299",1106,189635,145501,1106,"75216","DALLAS","","113","DALLAS COUNTY","TX","TEXAS","","","US",32.69167,-96.816451,2,"1","RMS","1","ATC",1,1,"1954","608.130004882813","224.476623535156","0","0","1975","0","0","0","0","1","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL",953.961762851675,103.59,35,-2212
"4086","B133836",344453,46972306,45305456,0,"77005","HOUSTON","","201","HARRIS COUNTY","TX","TEXAS","","","US",29.660142,-95.441869,2,"1","RMS","3A1","ATC",54,15,"1971","61.0900001525879","21.5623607635498","0","0","1975","0","0","5","0","0","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL",884.074772857732,109.345,35,-344453
"4087","A1338368",2015,349991,265072,2015,"75048","SACHSE","","113","DALLAS COUNTY","TX","TEXAS","","","US",32.966084,-96.580179,2,"1","RMS","1","ATC",1,1,"2003","495.799987792969","235.683990478516","0","0","1975","0","0","0","0","1","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL",939.924630382738,103.59,35,-4030
"4088","F133841",73298,9790302,9640818,0,"77030","HOUSTON","","201","HARRIS COUNTY","TX","TEXAS","","","US",29.713972,-95.415276,2,"1","RMS","4A1","ATC",54,2,"1950","50.0130004882813","20.8624401092529","0","0.100000001490116","1975","0","0","0","0","0","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL",882.097117657808,109.345,35,-73298
"4089","B133843",26910,3903521,3539461,0,"77005","HOUSTON","","201","HARRIS COUNTY","TX","TEXAS","","","US",29.660142,-95.441869,2,"1","RMS","4A1","ATC",54,2,"1949","61.0900001525879","21.5623607635498","0","0","1975","4","2","5","3","0","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL",884.074772857732,109.345,35,-26910
"4090","A1338514",1583,294508,208274,1583,"76210","DENTON","","121","DENTON COUNTY","TX","TEXAS","","","US",33.153613,-97.108918,2,"1","RMS","1","ATC",1,1,"2004","653.460021972656","263.080322265625","0","0","1975","0","0","0","0","1","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL",970.571933524808,103.59,35,-3166
"4091","B133852",244396,36642724,32145097,0,"77005","HOUSTON","","201","HARRIS COUNTY","TX","TEXAS","","","US",29.660142,-95.441869,2,"1","RMS","3A1","ATC",54,3,"1965","61.0900001525879","21.5623607635498","0","0","1975","0","0","5","0","0","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL",884.074772857732,109.345,35,-244396
"4092","B133855",392511,61917577,51626431,0,"77005","HOUSTON","","201","HARRIS COUNTY","TX","TEXAS","","","US",29.660142,-95.441869,2,"1","RMS","4A1","ATC",54,5,"1966","61.0900001525879","21.5623607635498","0","0","1975","0","0","5","2","0","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL",884.074772857732,109.345,35,-392511
"4093","F133858",727555,101761960,95694312,0,"77005","HOUSTON","","201","HARRIS COUNTY","TX","TEXAS","","","US",29.660142,-95.441869,2,"1","RMS","4A1","ATC",54,3,"2002","61.0900001525879","21.5623607635498","0","0","1975","0","0","5","1","0","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL",884.074772857732,109.345,35,-727555
"4097","B133878",445,74314,58530,0.03,"33913","FORT MYERS","","071","LEE COUNTY","FL","FLORIDA","","15980","US",26.52111,-81.76623,4,"1","RMS","4","ATC",28,1,"1983","-999","6.99027013778687","0","0","1975","0","0","0","0","0","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL",158.96061780647,120.855,35,-445.03
"4098","A1338845",1692,271304,222549,1692,"78758","AUSTIN","","453","TRAVIS COUNTY","TX","TEXAS","","","US",30.397416,-97.695883,2,"1","RMS","3","ATC",1,1,"1984","648.880004882813","128.022583007813","0","0","1975","0","0","0","0","0","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL",1014.3910530827,109.345,35,-3384
