"","ID","PREMIUM","TIV","BLDG_LIMIT","DED","POSTALCODE","CITY","DISTRICT","COUNTYCODE","COUNTY","STATECODE","STATE","CRESTA","SUBCRESTA","COUNTRY","LATITUDE","LONGITUDE","ADDRMATCH","NUMBLDGS","BLDGSCHEME","BLDGCLASS","OCCSCHEME","OCCTYPE","NUMSTORIES","YEARBUILT","ELEVATION","DISTCOAST","WINDPOOL","NFIP_RATE","NFIPYEAR","ROOFSYS","ROOFGEOM","ROOFANCH","ROOFAGE","CLADSYS","FRAMEBOLT","CLADDING","EQSLINS","LANDSLIDE","LANDCOV","LIQUEFACT","LIQUECOV","SOILTYPE","SOILCOV","SOILPERIOD","SOILTHICKNESS","dis_min","wind_min","wind_speed","Loss"
"103","F102894",31211,4448931,4105115,156054,"33169","MIAMI","","086","MIAMI-DADE COUNTY","FL","FLORIDA","","33100","US",25.96997,-80.22742,2,"1","RMS","2","ATC",2,3,"2003","4.89900016784668","6.7869383645736","0","0.600000023841858","1975","5","4","3","3","5","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL",100.779257574078,132.365,35,-187265
"105","B102898",21353,3061295,2808505,106764,"33169","MIAMI","","086","MIAMI-DADE COUNTY","FL","FLORIDA","","33100","US",25.96868,-80.22776,2,"1","RMS","2","ATC",2,3,"2003","5.02099990844727","6.80483251695629","0","0.600000023841858","1975","5","4","3","3","5","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL",100.862004892147,132.365,35,-128117
"109","A1029024",1871,271028,246038,1000,"45069","WEST CHESTER","","017","BUTLER COUNTY","OH","OHIO","","","US",39.3136,-84.390614,2,"1","RMS","2","ATC",1,1,"1960","0","0","0","0","9999","0","0","0","0","0","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL",513.413298485626,74.815,35,-2871
"110","A1029037",2413,283181,317313,500,"03784","WEST LEBANON","","009","GRAFTON COUNTY","NH","NEW HAMPSHIRE","","17200","US",43.64943,-72.30628,2,"1","RMS","1","ATC",1,1,"1986","496.309997558594","91.3497695922852","0","0","1975","0","0","0","0","0","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL",570.97367706577,74.815,35,-2913
"112","A1029095",1350,278315,177564,250,"24534","CLOVER","","083","HALIFAX COUNTY","VA","VIRGINIA","","","US",36.833,-78.73411,2,"1","RMS","1","ATC",1,1,"1968","491.359985351563","116.103569030762","0","0","1975","0","0","0","0","1","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL",211.993751650969,74.815,35,-1600
"113","B102910",13011,2197502,1711319,39033,"33312","FORT LAUDERDALE","","011","BROWARD COUNTY","FL","FLORIDA","","33100","US",26.09291,-80.16943,2,"1","RMS","2","ATC",2,3,"2005","10.7770004272461","3.77336630342604","0","0.600000023841858","1975","5","4","3","2","5","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL",91.9314023460053,132.365,35,-52044
"114","B102935",16111,2119099,2119099,48334,"34135","BONITA SPRINGS","","071","LEE COUNTY","FL","FLORIDA","","15980","US",26.3291,-81.7996,2,"1","RMS","2","ATC",2,2,"1995","15.6780004501343","2.671064511289","0","0.100000001490116","1975","5","4","3","3","5","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL",169.273796708534,132.365,35,-64445
"115","A1029396",300,101935,39459,1000,"36107","MONTGOMERY","","101","MONTGOMERY COUNTY","AL","ALABAMA","","","US",32.401244,-86.276147,2,"1","RMS","1","ATC",1,1,"1940","210.270004272461","133.555755615234","0","0","1975","0","0","0","0","0","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL",339.253698649706,103.59,35,-1300
"116","B102940",14165,2068563,1863050,42494,"33813","LAKELAND","","105","POLK COUNTY","FL","FLORIDA","","29460","US",27.98467,-81.9178,2,"1","RMS","1","ATC",2,3,"2001","111.959999084473","29.5402698516846","0","0","1975","9","8","3","3","0","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL",117.99537638871,120.855,35,-56659
"117","F102941",11414,1706804,1501291,34243,"33813","LAKELAND","","105","POLK COUNTY","FL","FLORIDA","","29460","US",27.98479,-81.91826,2,"1","RMS","1","ATC",2,3,"2001","111.959999084473","29.5402698516846","0","0","1975","9","8","3","3","0","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL",118.022114385869,120.855,35,-45657
"118","B102948",14223,2076205,1870691,42668,"33813","LAKELAND","","105","POLK COUNTY","FL","FLORIDA","","29460","US",27.98229,-81.91886,2,"1","RMS","1","ATC",2,3,"2001","111.959999084473","29.5402698516846","0","0","1975","9","8","3","3","0","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL",118.081730152327,120.855,35,-56891
"120","F102954",11414,1706804,1501291,34243,"33813","LAKELAND","","105","POLK COUNTY","FL","FLORIDA","","29460","US",27.98269,-81.91785,2,"1","RMS","1","ATC",2,3,"2001","111.959999084473","29.5402698516846","0","0","1975","9","8","3","3","0","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL",118.016845581243,120.855,35,-45657
"122","F102960",250,36345,31610,721,"33813","LAKELAND","","105","POLK COUNTY","FL","FLORIDA","","","US",27.984017,-81.91886,2,"1","RMS","1","ATC",11,1,"2001","111.959999084473","29.5402698516846","0","0","1975","9","8","3","3","0","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL",118.06561581997,120.855,35,-971
"123","B102969",410,61761,53869,1229,"33813","LAKELAND","","105","POLK COUNTY","FL","FLORIDA","","","US",27.984017,-81.91886,2,"1","RMS","1","ATC",11,1,"2001","111.959999084473","29.5402698516846","0","0","1975","9","8","3","3","0","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL",118.06561581997,120.855,35,-1639
"125","A1029852",950,214918,124952,2500,"74133","TULSA","","143","TULSA COUNTY","OK","OKLAHOMA","","","US",36.032832,-95.890736,2,"1","RMS","1","ATC",1,1,"1984","0","0","0","0","9999","0","0","0","0","0","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL",924.446021026603,103.59,35,-3450
"127","D1030",1250,276210,164411,1250,"773381837","HUMBLE","","201","HARRIS COUNTY","TX","TEXAS","","","US",30.009171,-95.306662,2,"1","RMS","1","ATC",1,1,"9999","93.4800027608871","23.1258296966553","0","0","1975","0","0","0","0","0","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL",873.755710177506,109.345,35,-2500
"128","A1030025",2148,309704,282478,1000,"19709","MIDDLETOWN","","003","NEW CASTLE COUNTY","DE","DELAWARE","","","US",39.451766,-75.715074,2,"1","RMS","1","ATC",1,1,"1900","69.9380035400391","6.64070554976909","0","0.100000001490116","1975","0","0","0","0","0","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL",314.332428797004,74.815,35,-3148
"129","A1030058",500,96016,65764,500,"03570","BERLIN","","007","COOS COUNTY","NH","NEW HAMPSHIRE","","13620","US",44.46763,-71.1901,2,"1","RMS","1","ATC",1,1,"1920","1096.4599609375","66.8067474365234","0","0","1975","0","0","0","0","0","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL",628.808552404055,74.815,35,-1000
"130","F103014",1283,168772,168772,3849,"34109","NAPLES","","021","COLLIER COUNTY","FL","FLORIDA","","34940","US",26.27132,-81.75691,2,"1","RMS","2","ATC",11,1,"1999","13.5430002212524","4.28680355024164","0","0.100000001490116","1975","5","8","3","3","5","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL",168.130648304611,132.365,35,-5132
"131","A1030290",1165,153180,153180,1000,"74647","NEWKIRK","","071","KAY COUNTY","OK","OKLAHOMA","","38620","US",36.85458,-96.91597,2,"1","RMS","1","ATC",1,1,"1980","0","0","0","0","9999","0","0","0","0","0","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL",993.596244287617,103.59,35,-2165
"132","A1030295",3063,456248,402847,500,"60002","ANTIOCH","","097","LAKE COUNTY","IL","ILLINOIS","","","US",42.476883,-88.036159,2,"1","RMS","1","ATC",1,1,"2006","0","0","0","0","9999","0","0","0","0","0","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL",803.1385836567,74.815,35,-3563
"134","B103031",122320,17999604,16088586,246640,"33020","HOLLYWOOD","","011","BROWARD COUNTY","FL","FLORIDA","","","US",26.036319,-80.167103,2,"1","RMS","3A","ATC",2,8,"2004","6.71199989318848","3.32288384385796","0","0.600000023841858","1975","4","2","3","3","5","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL",94.8515654422783,132.365,35,-368960
"136","B103041",23472,3087230,3087230,70416,"34114","NAPLES","","021","COLLIER COUNTY","FL","FLORIDA","","34940","US",26.0321,-81.66129,2,"1","RMS","2","ATC",2,2,"2008","4.36499977111816","6.11271118854127","0","0.600000023841858","1975","5","4","3","2","5","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL",169.275643780166,132.365,35,-93888
"138","B103048",159062,20921250,20921250,477187,"33321","TAMARAC","","011","BROWARD COUNTY","FL","FLORIDA","","33100","US",26.22445,-80.29174,2,"1","RMS","2","ATC",2,2,"1998","9.32400035858154","12.6279697418213","0","0.600000023841858","1975","5","4","3","3","5","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL",90.6951217197016,132.365,35,-636249
"139","A1030485",1089,179589,143215,500,"28146","SALISBURY","","159","ROWAN COUNTY","NC","NORTH CAROLINA","","","US",35.624961,-80.28235,2,"1","RMS","1","ATC",1,1,"1970","670.909973144531","154.463088989258","0","0","1975","0","0","0","0","0","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL",173.099568041701,74.815,35,-1589
"140","F103051",8912,1172127,1172127,26735,"34134","BONITA SPRINGS","","071","LEE COUNTY","FL","FLORIDA","","15980","US",26.34552,-81.81697,2,"1","RMS","2","ATC",2,2,"1996","6.18800020217896","1.21401005023378","0","0.600000023841858","1975","5","4","3","1","5","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL",169.929470716311,132.365,35,-35647
"141","B103056",55900,9107045,7352452,167700,"34787","WINTER GARDEN","","095","ORANGE COUNTY","FL","FLORIDA","","","US",28.524848,-81.592491,5,"1","RMS","1","ATC",2,4,"2013","104.1245654","47.6163028721","0","0.2","1975","9","4","3","1","0","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL",89.661897112506,120.855,35,-223600
"142","F103057",8800,1157452,1157452,26400,"34787","WINTER GARDEN","","095","ORANGE COUNTY","FL","FLORIDA","","","US",28.524848,-81.592491,5,"1","RMS","1","ATC",2,1,"2013","104.1245654","47.6163028721","0","0.2","1975","2","4","3","1","0","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL",89.661897112506,120.855,35,-35200
"143","B103061",997,131108,131108,2990,"34787","WINTER GARDEN","","095","ORANGE COUNTY","FL","FLORIDA","","","US",28.524848,-81.592491,5,"1","RMS","1","ATC",2,1,"2013","104.1245654","47.6163028721","0","0.2","1975","9","4","3","1","0","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL",89.661897112506,120.855,35,-3987
"144","F103062",997,131108,131108,2990,"34787","WINTER GARDEN","","095","ORANGE COUNTY","FL","FLORIDA","","","US",28.524848,-81.592491,5,"1","RMS","1","ATC",2,1,"2013","104.1245654","47.6163028721","0","0.2","1975","9","4","3","1","0","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL",89.661897112506,120.855,35,-3987
"145","A1030762",400,120875,52611,1000,"08611","TRENTON","","021","MERCER COUNTY","NJ","NEW JERSEY","","","US",40.206072,-74.760572,2,"1","RMS","2","ATC",1,1,"1915","23.7280006408691","31.7249202728271","0","0.100000001490116","1975","0","0","0","0","0","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL",351.170877432717,74.815,35,-1400
"146","A1030803",450,113443,59188,1000,"38464","LAWRENCEBURG","","099","LAWRENCE COUNTY","TN","TENNESSEE","","","US",35.245044,-87.337587,2,"1","RMS","1","ATC",1,1,"1940","0","0","0","0","9999","0","0","0","0","0","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL",453.238356106471,103.59,35,-1450
"150","A1030976",1846,270908,242761,2500,"60466","PARK FOREST","","031","COOK COUNTY","IL","ILLINOIS","","","US",41.503711,-87.68425,2,"1","RMS","1","ATC",1,1,"1961","0","0","0","0","9999","0","0","0","0","0","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL",743.374876362315,74.815,35,-4346
"153","F103100",7026,1078017,924128,21078,"33015","HIALEAH","","086","MIAMI-DADE COUNTY","FL","FLORIDA","","33100","US",25.93308,-80.29848,2,"1","RMS","2","ATC",2,2,"2010","5.52799987792969","9.12467900730938","0","0.600000023841858","1975","5","4","3","1","5","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL",105.556933548744,132.365,35,-28104
"154","A1031001",380,126399,49981,1000,"43935","MARTINS FERRY","","013","BELMONT COUNTY","OH","OHIO","","48540","US",40.0949,-80.72921,2,"1","RMS","1","ATC",1,1,"1925","0","0","0","0","9999","0","0","0","0","0","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL",457.35841645121,74.815,35,-1380
"157","A1031058",500,180852,65764,2500,"45211","CINCINNATI","","061","HAMILTON COUNTY","OH","OHIO","","","US",39.144904,-84.59249,2,"1","RMS","2","ATC",1,1,"1922","0","0","0","0","9999","0","0","0","0","0","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL",512.777211765214,74.815,35,-3000
"159","A1031102",450,117324,59188,1000,"46947","LOGANSPORT","","017","CASS COUNTY","IN","INDIANA","","","US",40.750257,-86.380994,2,"1","RMS","1","ATC",1,1,"1963","0","0","0","0","9999","0","0","0","0","0","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL",658.231187100041,74.815,35,-1450
"161","F10312",3046,160276,160274,0,"19123","PHILADELPHIA","","101","PHILADELPHIA COUNTY","PA","PENNSYLVANIA","","","US",39.96386,-75.1435636,2,"1","RMS","2","NAICS",813910,1,"9999","25.0809993743896","28.1846599578857","0","0.100000001490116","1975","0","0","0","0","0","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL",338.945257022275,74.815,35,-3046
"162","A1031201",1587,261426,208685,500,"28150","SHELBY","","045","CLEVELAND COUNTY","NC","NORTH CAROLINA","","","US",35.293228,-81.530685,2,"1","RMS","1","ATC",1,1,"1938","841.640014648438","185.796783447266","0","0","1975","0","0","0","0","0","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL",200.12725043952,74.815,35,-2087
"163","B103124",7026,1078017,924128,21078,"33015","HIALEAH","","086","MIAMI-DADE COUNTY","FL","FLORIDA","","33100","US",25.94734,-80.29763,2,"1","RMS","2","ATC",2,2,"2011","6.11299991607666","9.58810774548226","0","0.600000023841858","1975","5","4","3","1","5","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL",104.767443728703,132.365,35,-28104
"167","B103133",7026,1078017,924128,21078,"33015","HIALEAH","","086","MIAMI-DADE COUNTY","FL","FLORIDA","","33100","US",25.94735,-80.29763,2,"1","RMS","2","ATC",2,2,"2012","6.11299991607666","9.58844685812862","0","0.600000023841858","1975","5","4","3","1","5","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL",104.766915203138,132.365,35,-28104
"169","A1031338",1200,287259,157834,2500,"43701","ZANESVILLE","","119","MUSKINGUM COUNTY","OH","OHIO","","","US",39.974161,-82.006908,2,"1","RMS","2","ATC",1,1,"1955","0","0","0","0","9999","0","0","0","0","0","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL",476.155056847598,74.815,35,-3700
"171","A1031355",2450,531705,322245,1000,"60107","STREAMWOOD","","031","COOK COUNTY","IL","ILLINOIS","","","US",42.011544,-88.184147,2,"1","RMS","1","ATC",1,1,"1993","0","0","0","0","9999","0","0","0","0","0","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL",786.18817834429,74.815,35,-3450
"179","B103152",17527,2305274,2305274,87634,"33173","MIAMI","","086","MIAMI-DADE COUNTY","FL","FLORIDA","","","US",25.701178,-80.356654,5,"1","RMS","2","ATC",2,3,"2013","6.651919797","6.06049509512","0","0.3","1975","5","4","3","1","5","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL",114.599537671418,138.12,35,-105161
"180","B103158",17380,2286005,2286005,86901,"33173","MIAMI","","086","MIAMI-DADE COUNTY","FL","FLORIDA","","","US",25.701178,-80.356654,5,"1","RMS","2","ATC",2,3,"2013","6.651919797","6.06049509512","0","0.3","1975","5","4","3","1","5","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL",114.599537671418,138.12,35,-104281
"181","A1031598",450,101803,59188,2500,"74829","BOLEY","","107","OKFUSKEE COUNTY","OK","OKLAHOMA","","","US",35.491736,-96.48366,5,"1","RMS","1","ATC",1,1,"1993","0","0","0","0","9999","0","0","0","0","0","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL",949.502219240771,103.59,35,-2950
"185","B103163",23235,3056037,3056037,116174,"33173","MIAMI","","086","MIAMI-DADE COUNTY","FL","FLORIDA","","","US",25.701178,-80.356654,5,"1","RMS","2","ATC",2,3,"2014","6.651919797","6.06049509512","0","0.3","1975","5","4","3","1","5","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL",114.599537671418,138.12,35,-139409
"188","A1031748",500,119033,65764,500,"39668","UNION CHURCH","","063","JEFFERSON COUNTY","MS","MISSISSIPPI",""," ","US",31.78298,-90.79551,4,"1","RMS","1","ATC",1,1,"2001","484.929992675781","126.11727142334","0","0","1975","0","0","0","0","0","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL",604.736592364545,103.59,35,-1000
"189","B103178",5831,766924,766924,17493,"34203","BRADENTON","","081","MANATEE COUNTY","FL","FLORIDA","","","US",27.444416,-82.473069,2,"1","RMS","2","ATC",2,2,"2000","22.1499996185303","4.80150940634331","0","0.100000001490116","1975","9","8","3","3","5","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL",160.092155143071,120.855,35,-23324
"191","B103187",5831,766924,766924,17493,"34203","BRADENTON","","081","MANATEE COUNTY","FL","FLORIDA","","35840","US",27.45513,-82.51029,4,"1","RMS","2","ATC",2,2,"2000","-999","2.96247005462646","0","0","1975","9","8","3","3","5","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL",162.001904533988,120.855,35,-23324
"192","B108362",28000,3814331,3682803,145000,"33176","MIAMI","","086","MIAMI-DADE COUNTY","FL","FLORIDA","","33100","US",25.67795,-80.36829,2,"1","RMS","4C","ATC",28,2,"2011","7.22800016403198","5.58135509824561","0","0.100000001490116","1975","4","2","3","1","5","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL",115.791458771963,138.12,35,-173000
"193","F108364",40000,5787261,5261146,220000,"33033","HOMESTEAD","","086","MIAMI-DADE COUNTY","FL","FLORIDA","","33100","US",25.47013,-80.43884,4,"1","RMS","4C","ATC",28,2,"2012","-999","5.90226984024048","0","0","1975","4","2","3","1","5","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL",125.143707945656,138.12,35,-260000
"197","F108385",4198,552145,552145,8396,"29582","NORTH MYRTLE BEACH","","051","HORRY COUNTY","SC","SOUTH CAROLINA","","34820","US",33.82251,-78.68512,4,"1","RMS","1","ATC",2,2,"2015","-999","0.751940011978149","0","0","1975","9","8","3","1","5","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL",27.9304953663693,74.815,47.9855997833016,-12594
"198","A1083865",800,267792,105223,1000,"19151","PHILADELPHIA","","101","PHILADELPHIA COUNTY","PA","PENNSYLVANIA","","","US",39.974194,-75.252121,2,"1","RMS","2","ATC",1,1,"1940","174.929992675781","23.0562305450439","0","0","1975","0","0","0","0","0","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL",341.072770593528,74.815,35,-1800
"199","B108393",23870,3139589,3139589,119350,"33483","DELRAY BEACH","","099","PALM BEACH COUNTY","FL","FLORIDA","","33100","US",26.44365,-80.08495,2,"1","RMS","4C","ATC",6,2,"2006","14.7410001754761","1.52439442920898","1","0.100000001490116","1975","4","2","3","2","5","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL",71.0635623840681,132.365,35,-143220
"200","A1083966",1099,309088,144550,2500,"72901","FORT SMITH","","131","SEBASTIAN COUNTY","AR","ARKANSAS","","","US",35.34018,-94.411712,2,"1","RMS","1","ATC",1,1,"1965","0","0","0","0","9999","0","0","0","0","0","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL",832.855779008155,103.59,35,-3599
"201","F108400",5000,657643,657643,25000,"33186","MIAMI","","086","MIAMI-DADE COUNTY","FL","FLORIDA","","33100","US",25.656,-80.42639,2,"1","RMS","3A","ATC",6,1,"2006","8.50100040435791","8.02410462745287","0","0.600000023841858","1975","4","2","3","2","5","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL",119.709850506867,138.12,35,-30000
"205","A1084060",3588,508029,471859,1000,"06109","WETHERSFIELD","","003","HARTFORD COUNTY","CT","CONNECTICUT","","","US",41.715921,-72.668199,2,"1","RMS","1","ATC",1,1,"1938","91.9599990844727","31.2857608795166","0","0","1975","0","0","0","0","0","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL",438.458524627415,74.815,35,-4588
"206","A1084266",1000,243328,131529,500,"39212","JACKSON","","049","HINDS COUNTY","MS","MISSISSIPPI","","","US",32.2405,-90.235069,2,"1","RMS","2","ATC",1,1,"1979","325.529998779297","140.069915771484","0","0","1975","0","0","0","0","0","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL",570.479322610423,103.59,35,-1500
"208","F108443",7772,1022176,1022176,15543,"32256","JACKSONVILLE","","031","DUVAL COUNTY","FL","FLORIDA","","","US",30.207135,-81.547746,2,"1","RMS","1","ATC",2,2,"1993","40.4939994812012","10.374210357666","0","0.100000001490116","1975","9","4","3","3","5","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL",50.6918506489168,109.345,35,-23315
"210","F108444",8257,1086062,1086062,16514,"32256","JACKSONVILLE","","031","DUVAL COUNTY","FL","FLORIDA","","","US",30.207135,-81.547746,2,"1","RMS","1","ATC",2,2,"1993","40.4939994812012","10.374210357666","0","0.100000001490116","1975","9","4","3","3","5","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL",50.6918506489168,109.345,35,-24771
